,Area,temperature,date,name,population,co2,electric_prod,agriculture,forest
1823,Honduras,0.55,2008.0,HND,7980955.0,8590.00015258789,656.061837211211,31840.0,66160.3
1824,Iceland,0.757,2008.0,ISL,317414.0,2180.0000667572,50063.9543309369,18760.0,417.02
1825,Indonesia,0.263,2008.0,IDN,235469755.0,376140.014648438,570.060473371623,540000.0,999833.6
1826,Iraq,1.063,2008.0,IRQ,28385739.0,88139.9993896484,769.365208353392,81900.0,8236.0
1828,Italy,1.135,2008.0,ITA,58826731.0,444980.010986328,5757.9606114778,144572.0,88962.82
1829,Japan,0.658,2008.0,JPN,128063000.0,1158219.97070313,8270.00773057011,46280.0,249480.0
1830,Kazakhstan,1.587,2008.0,KAZ,15776938.0,242029.998779297,4658.57189779157,2108514.0,30971.288
1832,Latvia,2.394,2008.0,LVA,2177322.0,8109.99965667725,3213.1214400075,18250.0,33458.96
1834,Libya,0.939,2008.0,LBY,6058740.0,53270.0004577637,3156.43186537135,153850.0,2170.0
1835,Lithuania,2.216,2008.0,LTU,3198231.0,13060.0004196167,3733.62649539699,26721.0,21400.0
1837,Malaysia,0.483,2008.0,MYS,27236003.0,202910.003662109,3286.09157518451,71504.0,190963.9
1842,Montenegro,1.317,2008.0,MNE,616969.0,2690.00005722046,6287.18784898431,5130.0,7868.0
1843,Morocco,1.336,2008.0,MAR,31536807.0,48630.0010681152,733.523847230317,299810.0,56409.64
1844,Myanmar,0.416,2008.0,MMR,49929642.0,7900.00009536743,94.1524876144716,122770.0,321264.22
1846,Netherlands,1.421,2008.0,NLD,16445593.0,165220.001220703,7173.04629878655,19293.0,3706.84
1848,Nicaragua,0.555,2008.0,NIC,5667436.0,4500.0,471.818296668899,51200.0,44303.84
1849,Nigeria,0.726,2008.0,NGA,150269622.0,86930.0003051758,127.244613685127,674904.08,235865.92
1850,Norway,1.633,2008.0,NOR,4768212.0,36869.9989318848,24866.1343077867,10248.0,121042.0
1852,Panama,0.346,2008.0,PAN,3516204.0,7300.00019073486,1626.75430663295,22292.0,43508.2
1853,Paraguay,0.358,2008.0,PRY,6081296.0,4320.00017166138,1027.74145511088,194755.02,202544.98
1854,Philippines,0.457,2008.0,PHL,90901967.0,75150.0015258789,584.596810759882,120100.0,69336.28
1855,Poland,1.756,2008.0,POL,38125759.0,308329.986572266,3725.74877788007,156010.0,92750.0
1857,Russian Federation,2.227,2008.0,RUS,142742366.0,1655189.94140625,6399.68374911202,2154940.0,8139621.8
1859,Saudi Arabia,0.914,2008.0,SAU,25888535.0,389720.001220703,7203.49761004244,1735720.0,9770.0
1860,Serbia,1.347,2008.0,SRB,7350222.0,49830.0018310547,4291.84315793455,36036.0,26624.0
1863,Slovenia,1.605,2008.0,SVN,2021316.0,17360.0006103516,6920.244039032,6185.6,12442.0
1865,Spain,0.828,2008.0,ESP,45954106.0,324269.989013672,6025.77275684571,281420.0,182550.58
1867,Suriname,1.203,2008.0,SUR,517122.0,1460.00003814697,3032.16649069272,708.0,153080.62
1868,Sweden,1.962,2008.0,SWE,9219637.0,46150.0015258789,14869.3489776224,30930.0,280910.0
1869,Syrian Arab Republic,1.036,2008.0,SYR,20664037.0,65279.9987792969,1558.98869131913,138980.0,4800.8
1870,Thailand,0.345,2008.0,THA,66530980.0,227580.001831055,2105.44020244403,200500.0,198580.0
1871,Togo,0.818,2008.0,TGO,6083417.0,1570.00005245209,104.875269934644,35450.0,12447.888
1873,Tunisia,1.579,2008.0,TUN,10414425.0,25250.0,1188.92785727489,98810.0,6835.14
1874,Turkmenistan,0.762,2008.0,TKM,4935765.0,59279.9987792969,2316.56085733417,343500.0,41270.0
1876,Ukraine,1.626,2008.0,UKR,46258189.0,301200.012207031,3534.35799226814,412920.0,95404.0
1877,United Kingdom,0.828,2008.0,GBR,61806995.0,515340.026855469,6015.72686068947,176840.0,30380.0
1878,Uruguay,0.705,2008.0,URY,3340221.0,7750.0,2594.43911046604,146740.0,16588.4
1879,Uzbekistan,0.687,2008.0,UZB,27302800.0,128880.004882813,1652.6510101528,259600.0,32719.722
1880,Zimbabwe,0.325,2008.0,ZWE,12379553.0,7599.99990463257,627.890199266484,164500.0,179974.2
1882,Algeria,1.044,2009.0,DZA,35333882.0,112169.998168945,866.307302435662,413800.0,18841.0
1885,Armenia,0.711,2009.0,ARM,2888094.0,4510.00022888184,1661.30326782993,17463.0,3307.68
1886,Australia,0.968,2009.0,AUS,21691700.0,395290.008544922,10791.5930978208,3842570.0,1297729.0
1887,Azerbaijan,0.846,2009.0,AZE,8947243.0,25500.0,1620.3874199013,47573.0,10279.671
1888,Bahrain,1.202,2009.0,BHR,1185075.0,24719.9993133545,17459.6544522499,83.6,5.05
1890,Belgium,1.156,2009.0,BEL,10796493.0,99669.9981689453,7903.95547887634,13636.0,6876.13
1893,Bosnia and Herzegovina,1.427,2009.0,BIH,3735945.0,20590.0001525879,2891.63785869439,21280.0,21035.59
1894,Brazil,1.031,2009.0,BRA,193886505.0,350000.0,2197.12558127756,2311134.0,5155314.9
1895,Brunei Darussalam,0.826,2009.0,BRN,383902.0,7869.99988555908,8840.79791196712,134.0,3817.0
1898,Cameroon,1.15,2009.0,CMR,19789922.0,7030.00020980835,264.932827931308,93130.0,209701.81
1901,Chile,0.407,2009.0,CHL,16886184.0,65449.9969482422,3296.54112498123,157820.0,166344.4
1902,Colombia,0.899,2009.0,COL,44750054.0,62009.9983215332,1065.60765267456,425400.0,610005.61
1903,Costa Rica,0.87,2009.0,CRI,4520739.0,7199.99980926514,1845.05232440979,18160.0,28698.02
1904,Croatia,1.504,2009.0,HRV,4305181.0,20309.9994659424,3818.42250070322,12996.0,19165.0
1905,Cyprus,1.015,2009.0,CYP,1098089.0,8279.99973297119,4577.04248016327,1276.0,1727.17
1907,Dominican Republic,0.705,2009.0,DOM,9576736.0,19659.9998474121,1325.71264363975,23970.0,20630.55
1909,Estonia,1.615,2009.0,EST,1334515.0,15050.0001907349,5975.95381093506,9318.0,23263.07
1910,Ethiopia,1.369,2009.0,ETH,85233923.0,6530.00020980835,42.1545773506166,349850.0,178715.0
1912,France,1.199,2009.0,FRA,64707035.0,343730.010986328,7338.04291913545,290199.0,163059.0
1914,Gabon,0.76,2009.0,GAB,1568925.0,5199.99980926514,942.683684688561,21125.31,236544.69
1915,Georgia,0.718,2009.0,GEO,3814419.0,5619.99988555908,1833.04456065262,24980.0,28162.2
1916,Ghana,0.845,2009.0,GHA,24170943.0,10010.0002288818,260.105697986214,147205.02,80334.98
1917,Greece,0.82,2009.0,GRC,11107017.0,94739.9978637695,5627.88370630926,75600.0,38716.457
1919,Guatemala,1.045,2009.0,GTM,14000190.0,11850.0003814697,549.921108213531,40435.4,37712.6
1921,Haiti,0.807,2009.0,HTI,9798046.0,1990.00000953674,35.9255304578076,17963.3,3786.07
1922,Honduras,0.746,2009.0,HND,8150780.0,8069.99969482422,624.357423461313,31980.0,65957.5
1923,Iceland,0.917,2009.0,ISL,318499.0,2109.99989509583,51259.1876269627,18750.0,431.86
1924,Indonesia,0.575,2009.0,IDN,238620554.0,391079.986572266,593.942967712664,556000.0,998212.8
1925,Iraq,0.787,2009.0,IRQ,28973157.0,94199.9969482422,863.10925661294,78500.0,8243.0
1927,Italy,1.248,2009.0,ITA,59095365.0,397059.997558594,5368.39056667135,139824.0,89621.61
1928,Japan,0.792,2009.0,JPN,128047000.0,1100979.98046875,8020.27380571196,46090.0,249570.0
1929,Kazakhstan,1.208,2009.0,KAZ,16092822.0,213610.000610352,4447.32440338929,2107833.0,30896.541
1931,Latvia,1.506,2009.0,LVA,2141669.0,7360.0001335144,3026.61148851667,18330.0,33590.08
1933,Libya,0.901,2009.0,LBY,6133987.0,56400.0015258789,3142.32814644048,153850.0,2170.0
1934,Lithuania,1.379,2009.0,LTU,3162916.0,11689.9995803833,3622.29031691009,26890.0,21550.0
1936,Malaysia,0.747,2009.0,MYS,27735038.0,181929.992675781,3942.08942493607,72200.0,190220.2
1941,Montenegro,1.264,2009.0,MNE,618294.0,1750.0,5010.5613187254,5140.0,8069.0
1942,Morocco,1.427,2009.0,MAR,31929087.0,48750.0,745.715027805211,300026.0,56577.67
1943,Myanmar,0.843,2009.0,MMR,50250366.0,7489.99977111816,99.3624603649653,124410.0,317837.11
1945,Netherlands,1.215,2009.0,NLD,16530388.0,160490.005493164,6856.28189731542,19174.0,3720.82
1947,Nicaragua,0.768,2009.0,NIC,5745538.0,4389.9998664856,477.413951487224,51050.0,43092.67
1948,Nigeria,1.419,2009.0,NGA,154324939.0,76949.9969482422,120.63507117278,676537.14,234232.86
1949,Norway,1.405,2009.0,NOR,4828726.0,37430.0003051758,23859.7095797111,10142.6,121031.0
1951,Panama,0.871,2009.0,PAN,3579215.0,8699.99980926514,1639.46563701817,22316.0,43394.05
1952,Paraguay,0.99,2009.0,PRY,6163970.0,4570.00017166138,1086.47511263033,198176.46,199123.54
1953,Philippines,0.6,2009.0,PHL,92414161.0,76300.0030517578,588.892431756211,121000.0,68866.74
1954,Poland,1.276,2009.0,POL,38151603.0,297260.009765625,3590.8320811579,156190.0,93020.0
1956,Russian Federation,1.196,2009.0,RUS,142785349.0,1546670.04394531,6095.38027602538,2154940.0,8145488.9
1958,Saudi Arabia,1.052,2009.0,SAU,26630303.0,406529.998779297,7477.08353149418,1734350.0,9770.0
1959,Serbia,1.376,2009.0,SRB,7320807.0,46869.9989318848,4224.39766544863,35180.0,26877.0
1962,Slovenia,1.657,2009.0,SVN,2039669.0,15510.0002288818,6104.42184491699,6251.2,12456.0
1964,Spain,1.316,2009.0,ESP,46362946.0,287489.990234375,5652.59593296768,279700.0,184001.99
1966,Suriname,1.445,2009.0,SUR,523113.0,1450.00004768372,3026.1148164928,804.0,153039.61
1967,Sweden,1.435,2009.0,SWE,9298515.0,42880.0010681152,14143.0110076717,30790.0,280820.0
1968,Syrian Arab Republic,0.681,2009.0,SYR,21205873.0,60700.0007629395,1515.28776957214,139080.0,4860.8
1969,Thailand,0.449,2009.0,THA,66866834.0,220259.994506836,2101.14628726104,208790.0,199655.0
1970,Togo,0.994,2009.0,TGO,6250840.0,2819.9999332428,124.143315138445,36050.0,12418.294
1972,Tunisia,1.073,2009.0,TUN,10525691.0,25290.0009155273,1274.12062542972,97890.0,6854.72
1973,Turkmenistan,1.104,2009.0,TKM,5007953.0,52389.9993896484,2353.45659194485,342050.0,41270.0
1975,Ukraine,1.596,2009.0,UKR,46053331.0,251619.995117188,3227.9532614047,412760.0,95442.0
1976,United Kingdom,0.941,2009.0,GBR,62276270.0,466489.990234375,5643.1285945674,173250.0,30485.0
1977,Uruguay,0.486,2009.0,URY,3349676.0,7670.00007629395,2670.10898964557,148140.0,16950.7
1978,Uzbekistan,1.06,2009.0,UZB,27767400.0,116529.998779297,1643.14988079547,257790.0,33107.861
1979,Zimbabwe,-0.094,2009.0,ZWE,12526964.0,7750.0,585.457098783073,163000.0,179513.5
1981,Algeria,2.359,2010.0,DZA,35977451.0,114180.000305176,1016.63678174421,413740.0,19180.0
1984,Armenia,2.703,2010.0,ARM,2877314.0,4340.00015258789,1726.26275755792,17350.0,3305.6
1985,Australia,0.644,2010.0,AUS,22031750.0,387540.008544922,10726.9281831902,3763720.0,1295461.0
1986,Azerbaijan,2.36,2010.0,AZE,9054332.0,24309.9994659424,1603.43137406492,47668.0,10324.9459
1987,Bahrain,2.189,2010.0,BHR,1240864.0,25969.9993133545,18038.2378729659,86.0,5.2
1989,Belgium,0.229,2010.0,BEL,10895586.0,106720.001220703,8393.94962326946,13557.0,6898.7
1992,Bosnia and Herzegovina,1.01,2010.0,BIH,3705478.0,20840.0001525879,3155.59827908842,21440.0,21026.6
1993,Brazil,1.181,2010.0,BRA,195713637.0,397929.992675781,2374.1166283676,2318342.0,5115807.0
1994,Brunei Darussalam,0.877,2010.0,BRN,388634.0,7170.00007629395,8810.34598105158,134.0,3800.0
1997,Cameroon,1.26,2010.0,CMR,20341236.0,7010.00022888184,261.488534914987,97000.0,209004.8
2000,Chile,-0.091,2010.0,CHL,17062531.0,69750.0,3306.95369872149,157430.0,167252.6
2001,Colombia,1.049,2010.0,COL,45222699.0,63560.001373291,1094.56094161916,425030.0,608077.9
2002,Costa Rica,0.957,2010.0,CRI,4577371.0,7110.0001335144,1887.98329871011,18190.0,28712.0
2003,Croatia,0.874,2010.0,HRV,4295427.0,19459.9990844727,3922.31086688238,13338.0,19200.0
2004,Cyprus,1.991,2010.0,CYP,1112617.0,7900.00009536743,4585.58515643748,1145.0,1728.4
2006,Dominican Republic,1.401,2010.0,DOM,9695117.0,20680.0003051758,1394.82586955887,23970.0,20731.2
2008,Estonia,0.55,2010.0,EST,1331475.0,19000.0,6506.31818096472,9488.0,23360.2
2009,Ethiopia,1.306,2010.0,ETH,87639962.0,6469.99979019165,48.2998840186626,356830.0,177985.0
2011,France,0.379,2010.0,FRA,65027505.0,347779.998779297,7734.72702051232,289263.0,164190.0
2013,Gabon,0.925,2010.0,GAB,1624146.0,5760.00022888184,957.426241236933,21175.9,236494.1
2014,Georgia,2.449,2010.0,GEO,3786695.0,5320.00017166138,2049.54452365453,24600.0,28224.0
2015,Ghana,1.254,2010.0,GHA,24779614.0,11189.9995803833,277.486162617384,148110.7,79429.3
2016,Greece,1.629,2010.0,GRC,11121341.0,87580.0018310547,5333.43955553561,74890.0,39018.03
2018,Guatemala,0.716,2010.0,GTM,14259687.0,11439.9995803833,556.043060412196,39620.8,37226.0
2020,Haiti,1.208,2010.0,HTI,9949318.0,2460.00003814697,24.5242940269876,18700.0,3783.8
2021,Honduras,0.722,2010.0,HND,8317467.0,8180.00030517578,617.856373821501,32600.0,65754.7
2022,Iceland,1.172,2010.0,ISL,318041.0,1960.00003814697,51439.9086910178,18740.0,446.7
2023,Indonesia,0.752,2010.0,IDN,241834226.0,415519.989013672,635.985247183333,556000.0,996592.0
2024,Iraq,2.597,2010.0,IRQ,29741977.0,108550.003051758,1237.03948799369,82200.0,8250.0
2026,Italy,0.774,2010.0,ITA,59277417.0,405269.989013672,5493.71103670054,143278.0,90280.4
2027,Japan,0.909,2010.0,JPN,128070000.0,1156479.98046875,8594.90903412197,45930.0,249660.0
2028,Kazakhstan,1.33,2010.0,KAZ,16321872.0,229699.996948242,4728.01159082733,2171618.0,30821.7952
2030,Latvia,0.691,2010.0,LVA,2097555.0,8520.00045776367,3229.95106206989,18050.0,33721.2
2032,Libya,2.139,2010.0,LBY,6197667.0,59549.9992370605,3361.74886453241,153510.0,2170.0
2033,Lithuania,0.748,2010.0,LTU,3097282.0,12600.0003814697,3470.78503022973,27723.0,21700.0
2035,Malaysia,0.978,2010.0,MYS,28208028.0,200220.001220703,4145.52197693508,73893.0,189476.5
2040,Montenegro,1.242,2010.0,MNE,619428.0,2579.99992370605,5419.51606966427,5120.0,8270.0
2041,Morocco,2.276,2010.0,MAR,32343384.0,51759.9983215332,775.954674377919,299883.0,56745.7
2042,Myanmar,1.158,2010.0,MMR,50600827.0,8130.00011444092,124.306268749323,125260.0,314410.0
2044,Netherlands,0.091,2010.0,NLD,16615394.0,171110.000610352,7006.27382053053,18723.0,3734.8
2046,Nicaragua,0.82,2010.0,NIC,5824058.0,4510.00022888184,506.51968095098,50260.0,41881.5
2047,Nigeria,1.538,2010.0,NGA,158503203.0,90059.9975585938,136.426265152509,678170.2,232599.8
2048,Norway,-0.328,2010.0,NOR,4889252.0,41409.9998474121,24890.9240104621,10059.0,121020.0
2050,Panama,0.958,2010.0,PAN,3642691.0,9189.9995803833,1745.13841552852,22663.9,43279.9
2051,Paraguay,0.408,2010.0,PRY,6248017.0,5039.99996185303,1171.41166549323,201597.9,195702.1
2052,Philippines,0.92,2010.0,PHL,93966784.0,81930.0003051758,637.906262706618,121000.0,68397.2
2053,Poland,0.403,2010.0,POL,38042794.0,313739.990234375,3797.09229558691,144490.0,93290.0
2055,Russian Federation,0.885,2010.0,RUS,142849468.0,1617829.95605469,6409.89436516487,2154940.0,8151356.0
2057,Saudi Arabia,2.179,2010.0,SAU,27421468.0,446130.004882813,7974.73716578558,1734060.0,9770.0
2058,Serbia,1.184,2010.0,SRB,7291436.0,47099.9984741211,4358.81217362396,35216.0,27130.0
2061,Slovenia,0.797,2010.0,SVN,2048583.0,15779.9997329712,6510.84188436593,6238.6,12470.0
2063,Spain,0.86,2010.0,ESP,46576897.0,273250.0,5706.56306279914,275450.0,185453.4
2065,Suriname,1.541,2010.0,SUR,529126.0,1740.00000953674,2980.38652419273,783.0,152998.6
2066,Sweden,-0.281,2010.0,SWE,9378126.0,48130.0010681152,14934.3269646836,30850.0,280730.0
2067,Syrian Arab Republic,2.489,2010.0,SYR,21362541.0,61090.0001525879,1823.61264982476,139080.0,4920.8
2068,Thailand,1.248,2010.0,THA,67195032.0,234380.004882813,2307.8045412643,210600.0,200730.0
2069,Togo,1.383,2010.0,TGO,6421674.0,2630.00011444092,124.110940542918,36650.0,12388.7
2071,Tunisia,1.974,2010.0,TUN,10635245.0,27520.0004577637,1364.98971109739,100380.0,6874.3
2072,Turkmenistan,1.927,2010.0,TKM,5087211.0,59180.0003051758,2382.05177650386,340000.0,41270.0
2074,Ukraine,1.623,2010.0,UKR,45870741.0,268920.013427734,3549.84455123583,412670.0,95480.0
2075,United Kingdom,-0.068,2010.0,GBR,62766365.0,482440.002441406,5700.85586444268,172240.0,30590.0
2076,Uruguay,0.241,2010.0,URY,3359273.0,6280.00020980835,2815.78782075765,144330.0,17313.0
2077,Uzbekistan,1.776,2010.0,UZB,28562400.0,126239.99786377,1653.46749572865,255980.0,33496.0
2078,Zimbabwe,1.06,2010.0,ZWE,12697728.0,9600.00038146973,606.643960242336,162000.0,179052.8
2080,Algeria,1.492,2011.0,DZA,36661438.0,120790.000915527,1123.33291454634,413880.0,19256.0
2083,Armenia,0.676,2011.0,ARM,2876536.0,4940.00005722046,1807.03457213815,16981.0,3303.52
2084,Australia,0.176,2011.0,AUS,22340024.0,386380.004882813,10627.2938650379,3961210.0,1302557.8
2085,Azerbaijan,0.831,2011.0,AZE,9173082.0,27280.0006866455,1705.4246326371,47687.0,10415.731
2086,Bahrain,1.409,2011.0,BHR,1278153.0,26020.0004577637,17912.5660230035,86.0,5.36
2088,Belgium,1.286,2011.0,BEL,11038264.0,96480.0033569336,8028.79873139472,13357.0,6897.56
2091,Bosnia and Herzegovina,1.163,2011.0,BIH,3661173.0,23739.9997711182,3343.73710283562,21510.0,21142.28
2092,Brazil,0.841,2011.0,BRA,197514541.0,418309.997558594,2430.80330981809,2325550.0,5100415.2
2093,Brunei Darussalam,0.502,2011.0,BRN,393687.0,7329.99992370605,8783.62760263864,134.0,3800.0
2096,Cameroon,0.693,2011.0,CMR,20906392.0,6809.99994277954,256.333087029077,97500.0,208444.8
2099,Chile,0.103,2011.0,CHL,17233584.0,76470.0012207031,3583.58423877471,157890.0,168994.24
2100,Colombia,0.535,2011.0,COL,45662747.0,69099.9984741211,1139.6598632141,417210.0,606731.64
2101,Costa Rica,0.501,2011.0,CRI,4633086.0,7429.99982833862,1885.35244111592,18190.0,28875.66
2102,Croatia,1.268,2011.0,HRV,4280622.0,19030.0006866455,3900.60136120405,13261.0,19204.0
2103,Cyprus,0.71,2011.0,CYP,1124837.0,7630.00011444092,4239.72540021354,1163.0,1728.14
2105,Dominican Republic,0.677,2011.0,DOM,9813219.0,20909.9998474121,1428.07370344023,23970.0,20792.26
2107,Estonia,1.301,2011.0,EST,1327439.0,18170.0000762939,6314.41444766954,9460.0,23530.18
2108,Ethiopia,1.158,2011.0,ETH,90139928.0,7539.99996185303,52.5516283971294,363252.0,177255.0
2110,France,1.514,2011.0,FRA,65342789.0,335140.014648438,7232.97868415136,288786.0,165024.0
2112,Gabon,0.52,2011.0,GAB,1684629.0,5780.00020980835,966.978486064291,21294.72,236375.28
2113,Georgia,0.447,2011.0,GEO,3756441.0,6519.99998092651,2289.13484865062,24424.0,28224.0
2114,Ghana,0.856,2011.0,GHA,25387713.0,11750.0,315.152451896711,148235.68,79304.32
2115,Greece,0.445,2011.0,GRC,11104899.0,84550.0030517578,5389.33312225532,73960.0,39018.03
2117,Guatemala,0.701,2011.0,GTM,14521515.0,11739.9997711182,550.28693631484,38906.2,36952.4
2119,Haiti,0.566,2011.0,HTI,10100320.0,2700.00004768372,31.2861374689119,18300.0,3752.74
2120,Honduras,0.64,2011.0,HND,8480670.0,8810.0004196167,663.980558139864,32900.0,65531.42
2121,Iceland,0.982,2011.0,ISL,319014.0,1889.99998569489,52373.8770085325,18732.0,453.68
2122,Indonesia,0.308,2011.0,IDN,245115988.0,475309.997558594,680.282022240018,565000.0,987329.4
2123,Iraq,0.8,2011.0,IRQ,30725305.0,113040.000915527,1314.22617285654,85500.0,8250.0
2125,Italy,1.256,2011.0,ITA,59379449.0,396690.002441406,5514.80361496787,138526.0,90818.48
2126,Japan,0.582,2011.0,JPN,127833000.0,1213520.01953125,8099.59869517261,45610.0,249616.0
2127,Kazakhstan,0.754,2011.0,KAZ,16557202.0,245449.996948242,4892.73489566655,2169885.0,31274.349
2129,Latvia,1.138,2011.0,LVA,2059709.0,7900.00009536743,3264.05332015348,18160.0,33759.84
2131,Libya,0.903,2011.0,LBY,6247438.0,41950.0007629395,2839.08379723016,153510.0,2170.0
2132,Lithuania,0.94,2011.0,LTU,3028115.0,11850.0003814697,3529.91877785355,28059.0,21734.0
2134,Malaysia,0.6,2011.0,MYS,28650962.0,202740.005493164,4102.61966072902,75306.0,190509.64
2139,Montenegro,1.022,2011.0,MNE,620079.0,2539.99996185303,5741.20394336851,5130.0,8270.0
2140,Morocco,1.967,2011.0,MAR,32781860.0,55939.998626709,825.82257382589,301038.0,56765.94
2141,Myanmar,0.467,2011.0,MMR,50990612.0,8689.9995803833,154.381359454952,125580.0,311512.88
2143,Netherlands,1.062,2011.0,NLD,16693074.0,158770.004272461,7060.05376840719,18584.0,3717.5
2145,Nicaragua,0.649,2011.0,NIC,5903035.0,4769.99998092651,528.372269518985,50709.0,41320.26
2146,Nigeria,0.975,2011.0,NGA,162805080.0,95000.0,150.198015934147,679803.26,230966.74
2147,Norway,1.421,2011.0,NOR,4953088.0,39599.9984741211,23510.3838252016,9990.0,121098.0
2149,Panama,0.564,2011.0,PAN,3706479.0,9989.99977111816,1824.64274045529,22630.0,43165.74
2150,Paraguay,0.725,2011.0,PRY,6333981.0,5219.99979019165,1274.39599203092,205740.44,191559.56
2151,Philippines,0.48,2011.0,PHL,95570049.0,82629.997253418,643.465192740458,122600.0,68746.06
2152,Poland,0.767,2011.0,POL,38063255.0,310589.996337891,3879.542093812,147790.0,93472.0
2154,Russian Federation,1.709,2011.0,RUS,142960908.0,1699089.96582031,6485.759030014,2154940.0,8150945.72
2156,Saudi Arabia,0.893,2011.0,SAU,28267591.0,463769.989013672,8015.15063664251,1733880.0,9770.0
2157,Serbia,0.753,2011.0,SRB,7234099.0,51229.9995422363,4489.57085049569,35282.0,27143.06
2160,Slovenia,1.379,2011.0,SVN,2052843.0,15699.9998092651,6753.07366418182,6206.1,12472.0
2162,Spain,1.559,2011.0,ESP,46742697.0,274399.993896484,5599.37737439498,270140.0,185465.08
2163,Sudan,0.964,2011.0,SDN,35349676.0,15920.0000762939,190.044174662308,682113.6,199069.22
2164,Suriname,1.051,2011.0,SUR,535177.0,1950.00004768372,3316.65972192377,800.0,152902.22
2165,Sweden,1.277,2011.0,SWE,9449213.0,44580.0018310547,14030.1631469203,30660.0,280544.0
2166,Syrian Arab Republic,0.687,2011.0,SYR,21081814.0,56919.9981689453,1672.76876648281,139150.0,4980.8
2167,Thailand,0.208,2011.0,THA,67518379.0,233600.006103516,2283.74854793241,210600.0,200706.0
2168,Togo,1.0,2011.0,TGO,6595939.0,2519.99998092651,134.779900177973,36650.0,12359.1
2170,Tunisia,1.258,2011.0,TUN,10741872.0,26340.0001525879,1323.04685812678,100720.0,6889.6
2171,Turkmenistan,1.137,2011.0,TKM,5174076.0,65449.9969482422,2412.02487168723,338380.0,41270.0
2173,Ukraine,0.551,2011.0,UKR,45706086.0,283339.996337891,3662.44442807901,412810.0,95698.0
2174,United Kingdom,0.834,2011.0,GBR,63258810.0,445589.996337891,5471.93347456267,171640.0,30782.0
2175,Uruguay,0.417,2011.0,URY,3368926.0,7610.0001335144,2822.26442492355,145260.0,17690.4
2176,Uzbekistan,1.038,2011.0,UZB,29339400.0,128630.004882813,1631.5262070799,254170.0,33895.6
2177,Zimbabwe,0.529,2011.0,ZWE,12894323.0,11409.9998474121,636.248991125785,164000.0,178592.1
2179,Algeria,1.238,2012.0,DZA,37383899.0,134929.992675781,1237.96610942053,413981.9,19332.0
2182,Armenia,1.31,2012.0,ARM,2884239.0,5719.99979019165,1892.00686905627,16830.0,3301.44
2183,Australia,0.273,2012.0,AUS,22733465.0,386970.001220703,10407.7403070759,3870760.0,1309654.6
2184,Azerbaijan,1.534,2012.0,AZE,9295784.0,30110.0006103516,2052.65096521176,47683.0,10506.515
2185,Bahrain,1.363,2012.0,BHR,1299942.0,27170.0000762939,17849.2578899674,86.0,5.52
2187,Belgium,1.132,2012.0,BEL,11106932.0,95269.9966430664,7988.52464388906,13320.0,6896.42
2190,Bosnia and Herzegovina,1.804,2012.0,BIH,3604972.0,21959.9990844727,3479.08388747541,21560.0,21257.96
2191,Brazil,1.118,2012.0,BRA,199287292.0,454230.010986328,2501.47410302509,2332758.0,5085023.4
2192,Brunei Darussalam,0.678,2012.0,BRN,398997.0,7300.00019073486,9240.67098248859,134.0,3800.0
2195,Cameroon,0.539,2012.0,CMR,21485267.0,6880.00011444092,247.42536362243,97500.0,207884.8
2198,Chile,0.577,2012.0,CHL,17400359.0,78410.0036621094,3807.50764969849,157550.0,170735.88
2199,Colombia,0.698,2012.0,COL,46075721.0,69699.9969482422,1170.07393112742,426176.0,605385.38
2200,Costa Rica,0.287,2012.0,CRI,4688003.0,7449.99980926514,1942.83152122556,18120.0,29039.32
2201,Croatia,1.857,2012.0,HRV,4267558.0,17409.9998474121,3819.28025348455,13310.0,19208.0
2202,Cyprus,0.94,2012.0,CYP,1135046.0,7099.99990463257,4035.07875451744,1169.0,1727.88
2204,Dominican Republic,0.867,2012.0,DOM,9930916.0,21680.0003051758,1499.35816595367,23520.0,20853.32
2206,Estonia,1.477,2012.0,EST,1322696.0,16889.9993896484,6689.36777611787,9559.0,23700.16
2207,Ethiopia,1.089,2012.0,ETH,92726982.0,8479.99954223633,57.2109636869234,364880.0,176525.0
2209,France,1.2,2012.0,FRA,65659814.0,338420.013427734,7363.42323479625,288448.0,165858.0
2211,Gabon,0.462,2012.0,GAB,1749677.0,5599.99990463257,988.753924295741,21413.54,236256.46
2212,Georgia,1.265,2012.0,GEO,3728874.0,7190.00005722046,2329.92587038339,24350.0,28224.0
2213,Ghana,0.584,2012.0,GHA,25996454.0,14609.9996566772,342.200517039747,148360.66,79179.34
2214,Greece,1.299,2012.0,GRC,11045011.0,80089.9963378906,5534.89715854516,72830.0,39018.03
2216,Guatemala,0.517,2012.0,GTM,14781942.0,12149.9996185303,550.265993466894,38091.6,36678.8
2218,Haiti,0.835,2012.0,HTI,10250922.0,2420.00007629395,46.1421909170707,17700.0,3721.68
2219,Honduras,0.587,2012.0,HND,8640692.0,9239.99977111816,636.638824760795,33200.0,65308.14
2220,Iceland,0.707,2012.0,ISL,320716.0,1860.00001430511,53202.8336596865,18722.0,460.66
2221,Indonesia,0.446,2012.0,IDN,248451714.0,481510.009765625,733.373890107275,565000.0,978066.8
2222,Iraq,1.199,2012.0,IRQ,31890012.0,129000.0,1141.14099423983,85685.0,8250.0
2224,Italy,1.552,2012.0,ITA,59539717.0,376750.0,5397.74147734024,137290.0,91356.56
2225,Japan,0.371,2012.0,JPN,127629000.0,1253609.98535156,7998.34677071825,45490.0,249572.0
